id;title;person;sole;legal;group_title;department;level;is_not_render;deleted;frgu_service_id;eid;lid;parent_service_eid;parent_service_lid
27938;Предоставление земельных участков, на которых расположены здания, строения, сооружения, многолетние насаждения;1;1;1;;38112;MUNICIPAL;True;False;;custom27938;custom27938;;
27940;Удалена(Утверждение схем расположения земельных участков);1;1;1;;38112;MUNICIPAL;True;False;;custom27940;custom27940;;
27942;Предоставление выписки из Реестра муниципального имущества Шелеховского района;1;1;1;;38112;MUNICIPAL;False;False;3800000000170065017;custom27942;custom27942;;
27944;Прием заявлений граждан для постановки на очередь на получение земельных участков;1;1;1;;38112;MUNICIPAL;True;False;;custom27944;custom27944;;
27946;Прием заявлений граждан для подготовки постановлений Администрации Шелеховского муниципального района об отнесении земельных участков к землям определенных категорий в зависимости от целей использования, для которых они предоставлялись;1;1;1;;38112;MUNICIPAL;True;False;;custom27946;custom27946;;
27948;Предоставление мер социальной поддержки в форме денежной компенсации расходов на оплату жилого помещения и коммунальных услуг отдельным категориям ветеранов, реабилитированным лицам и лицам, признанным пострадавшими от политических репрессий, в Иркутской области;1;0;0;;316164;REGIONAL;False;False;3800000010000284546;custom27948;custom27948;;
27950;Выдача разрешений на вступление в брак несовершеннолетним лицам, достигшим возраста 16 лет;1;0;0;Администрация города Иркутска;316151;MUNICIPAL;False;False;3800000010000024609;custom27950;custom27950;;
27952;Принятие граждан на учет в качестве нуждающихся в жилых помещениях, предоставляемых по договорам социального найма;1;0;0;Администрация города Иркутска;316151;MUNICIPAL;False;False;3800000010000012547;custom27952;custom27952;;
27954;Принятие на учет граждан, нуждающихся в жилых помещениях в муниципальных общежитиях города Иркутска;1;0;0;Администрация города Иркутска;316151;MUNICIPAL;False;False;3800000010000156942;custom27954;custom27954;;
27956;Предоставление земельных участков, находящихся в муниципальной собственности города Иркутска, для размещения металлических гаражей;1;1;0;Администрация города Иркутска;316151;MUNICIPAL;True;False;;custom27956;custom27956;;
27958;Предоставление сведений, содержащихся в информационной системе обеспечения градостроительной деятельности;1;1;1;Администрация города Иркутска;316151;MUNICIPAL;False;False;3800000010000016557;custom27958;custom27958;;
27960;Предоставление информации об объектах недвижимого имущества, находящихся в муниципальной собственности города Иркутска и предназначенных для сдачи в аренду;1;1;1;Администрация города Иркутска;316151;MUNICIPAL;False;False;3800000010000002211;custom27960;custom27960;;
28144;Прием заявлений и выдача документов о согласовании (об отказе в согласовании) переустройства и (или) перепланировки помещения в многоквартирном доме;1;0;1;МФЦ;316151;MUNICIPAL;False;False;3800000010000003311;custom28144;custom28144;;
28146;Принятие решений о передаче в собственность граждан жилых помещений в порядке приватизации;1;0;0;МФЦ;316151;MUNICIPAL;False;False;3800000010000017668;custom28146;custom28146;;
28149;Прием в муниципальную собственность города Иркутска приватизированных жилых помещений;1;0;0;МФЦ;316151;MUNICIPAL;False;False;3800000010000016476;custom28149;custom28149;;
28161;Предоставление гражданам земельных участков в собственность (в том числе имеющим право на однократное бесплатное приобретение в собственность земельного участка для ведения садоводства, огородничества в соответствии с законом Иркутской области), в аренду для целей, не связанных со строительством;1;1;1;МФЦ;316151;MUNICIPAL;True;False;;custom28161;custom28161;;
28164;Предоставление гаражным потребительским кооперативам земельных участков, предназначенных для обеспечения в пределах территории гаражного потребительского кооператива потребностей членов гаражного потребительского кооператива в проходе, проезде, электроснабжении, теплоснабжении, охране и иных потребностей (дороги, общие ограждения, площадки для сбора мусора, противопожарные сооружения и тому подобное);1;1;1;МФЦ;316151;MUNICIPAL;True;False;;custom28164;custom28164;;
28166;Предоставление земельных участков, относящихся к имуществу общего пользования, садоводческим, огородническим и дачным некоммерческим объединениям граждан;1;1;1;МФЦ;316151;MUNICIPAL;True;False;;custom28166;custom28166;;
28168;Предоставление земельных участков гражданам, являющимся членами садоводческого, огороднического и дачного некоммерческого объединения для ведения садоводства, огородничества и дачного хозяйства;1;1;1;МФЦ;316151;MUNICIPAL;True;False;;custom28168;custom28168;;
28170;Предоставление информации из реестра муниципального имущества г. Иркутска;1;1;1;МФЦ;316151;MUNICIPAL;False;False;3800000010000016346;custom28170;custom28170;;
28172;Оформление землеустроительной документации ООО "Геосфера";1;1;1;;38114;REGIONAL;True;False;;custom28172;custom28172;;
28174;Оформление землеустроительной документации ООО "Землемер";1;1;1;;38115;REGIONAL;True;False;;custom28174;custom28174;;
28176;Техническая инвентаризация объектов капитального строительства;1;1;1;;38113;REGIONAL;True;False;;custom28176;custom28176;;
28178;Регистрация правообладателя в домовую книгу;1;1;1;;38113;REGIONAL;True;False;;custom28178;custom28178;;
28180;Выдача информации (справки, акты, информация из архива);1;1;1;;38113;REGIONAL;True;False;;custom28180;custom28180;;
28182;Подготовка пакета документов для проведения государственного технического учета объектов капитального строительства (сканирование техпаспорта, техплана, формирование XML - файла, запись на диск);1;1;1;;38113;REGIONAL;True;False;;custom28182;custom28182;;
28184;Изготовление технического плана (здания, сооружения, объекта незавершенного строительства);1;1;1;;38113;REGIONAL;True;False;;custom28184;custom28184;;
28186;Изготовление технического плана помещения;1;1;1;;38113;REGIONAL;True;False;;custom28186;custom28186;;
28188;Подготовка межевого плана земельного участка (последовательное выполнение следующих видов работ): геодезическая съемка земельного участка , подготовка схемы (проекта межевого плана) для выдачи его заказчику для проведения соответствующих согласований границ земельных участков, формирование межевого плана;1;1;1;;38113;REGIONAL;True;False;;custom28188;custom28188;;
28232;Государственная услуга по предоставлению сведений, содержащихся в Едином государственном реестре прав на недвижимое имущество и сделок с ним;1;1;1;МФЦ;316134;FEDERAL;True;False;10000013633;custom28232;custom28232;;
28299;Подтверждение основного вида экономической деятельности страхователя по обязательному социальному страхованию от несчастных случаев на производстве и профессиональных заболеваний - юридического лица, а также видов экономической деятельности подразделений страхователя, являющихся самостоятельными классификационными единицами;1;1;1;МФЦ;316132;FEDERAL;False;False;10001294298;custom28299;custom28299;;
28301;Установление скидки к страховому тарифу на обязательное социальное страхование от несчастных случаев на производстве и профессиональных заболеваний;1;1;1;МФЦ;316132;FEDERAL;False;False;10001294301;custom28301;custom28301;;
28306;Предоставление единовременной выплаты при рождении ребенка семьям, среднедушевой доход которых ниже двукратной величины прожиточного минимума, установленной в целом по Иркутской области в расчете на душу населения;1;0;0;Детские;316164;REGIONAL;False;False;3800000010000289960;custom28306;custom28306;;
28308;Назначение и выплата ежемесячного пособия по уходу за ребенком отдельным категориям граждан;1;0;0;;316164;REGIONAL;False;False;3800000010000292682;custom28308;custom28308;;
28338;Назначение и выплата (предоставление) государственной социальной помощи малоимущим семьям, малоимущим одиноко проживающим гражданам, реабилитированным лицам и лицам, признанным пострадавшими от политических репрессий, в Иркутской области;1;0;0;;316164;REGIONAL;False;False;3800000010000291482;custom28338;custom28338;;
28405;Перевод нежилого помещения в жилое;1;1;1;Принятие документов, а также выдача решений о переводе или об отказе в переводе жилого помещения в нежилое или нежилого помещения в жилое помещение;316151;MUNICIPAL;True;False;;custom28405;custom28405;;
28488;Удалена (Выдача разрешений на строительство, продление срока действия разрешений на строительство);1;1;1;;316151;MUNICIPAL;True;False;;custom28488;custom28488;;
28808;Помощь в заполнении заявления на загранпаспорт;1;1;1;;38116;REGIONAL;True;False;;custom28808;custom28808;;
29118;Заполнение налоговой декларации;1;1;1;МФЦ;316189;REGIONAL;True;False;;custom29118;custom29118;;
29625;Прием запросов (кроме срочных) на предоставление сведений, содержащихся в ЕГРЮЛ, ЕГРИП, ЕГРН и выдача запрашиваемых сведений или справки об отсутствии сведений в ЕГРЮЛ, ЕГРИП, ЕГРН либо справки об отсутствии возможности определить лицо, о котором запрашиваются сведения;1;1;1;;316129;FEDERAL;True;False;;custom29625;custom29625;;
34072;Осуществление миграционного учета иностранных граждан и лиц без гражданства в Российской Федерации (в части приема уведомления о прибытии иностранного гражданина или лица без гражданства в место пребывания и проставления отметки о приеме уведомления)(старая);1;1;1;;49801718;FEDERAL;True;False;10000027991;custom34072;custom34072;;
35315;Помощь в оформлении заявлений;1;1;1;МФЦ Шелехов;38116;REGIONAL;True;False;;custom35315;custom35315;;
35317;Регистрация "Личного кабинета" на портале государственных и муниципальных услуг;1;1;1;МФЦ Шелехов;38116;REGIONAL;True;False;;custom35317;custom35317;;
35327;Выдача справок о неполучении гражданином пособия по безработице и о регистрации гражданина в качестве безработного и суммах начисленного пособия по безработице для оформления пособий в сфере социальной поддержки населения;1;1;1;;38120;REGIONAL;True;False;;custom35327;custom35327;;
36693;Оформление и выдача паспортов гражданина Российской Федерации, удостоверяющих личность гражданина Российской Федерации за пределами территории Российской Федерации;1;0;0;;49801718;FEDERAL;False;False;10000008589;custom36693;custom36693;;
36695;Регистрационный учёт граждан Российской Федерации по месту пребывания и по месту жительства в пределах Российской Федерации (простая);1;0;0;МФЦ;316121;FEDERAL;True;False;10000020393;custom36695;custom36695;;
40837;_Государственная услуга по предоставлению сведений, содержащихся в ЕГРП;0;0;1;МФЦ;38116;REGIONAL;True;False;;custom40837;custom40837;;
48127;Выдача градостроительного плана земельного участка, расположенного на территории города Иркутска;1;1;1;;316151;MUNICIPAL;False;False;3800000010000017801;custom48127;custom48127;;
53333;Предоставление единовременной выплаты многодетным матерям, награжденным почетным знаком «Материнская слава»;1;0;0;;316164;REGIONAL;False;False;3800000010000291244;custom53333;custom53333;;
53367;Предоставление единовременной выплаты детям-сиротам и детям, оставшимся без попечения родителей, награжденным при окончании общеобразовательного учреждения золотой или серебряной медалями «За особые успехи в учении»;1;0;0;;316164;REGIONAL;True;False;;custom53367;custom53367;;
53369;Предоставление единовременной выплаты при одновременном рождении двух и более детей семьям, среднедушевой доход которых ниже двукратной величины прожиточного минимума, установленной в целом по Иркутской области в расчете на душу населения;1;0;0;;316164;REGIONAL;False;False;3800000010000290009;custom53369;custom53369;;
53402;Предоставление ежемесячной выплаты пособия на усыновленного (удочеренного) ребенка;1;0;0;Опека и усыновление;316164;REGIONAL;False;False;3800000010000292637;custom53402;custom53402;;
53413;Выплата инвалидам (в том числе детям-инвалидам), имеющим транспортные средства в соответствии с медицинскими показаниями, или их законным представителям, компенсации страховых премий по договору обязательного страхования гражданской ответственности владельцев транспортных средств;1;0;0;;316164;REGIONAL;False;False;3800000010000303649;custom53413;custom53413;;
53456;Предоставление субсидий юридическим лицам (за исключением государственных (муниципальных) учреждений), индивидуальным предпринимателям в целях возмещения затрат, связанных с оказанием услуг по погребению умерших реабилитированных лиц;1;1;1;;316164;REGIONAL;True;False;;custom53456;custom53456;;
53465;Предоставление социальной выплаты отдельным категориям неработающих пенсионеров, работавших в сфере физической культуры и проживающих в Иркутской области;1;0;0;;316164;REGIONAL;False;False;3800000010000297608;custom53465;custom53465;;
53470;Возмещение расходов гражданам, взявшим на себя обязанность осуществить погребение умершего реабилитированного лица;1;0;0;;316164;REGIONAL;False;False;3800000010000292936;custom53470;custom53470;;
53766;Осуществление единовременных денежных выплат гражданам Российской Федерации, пострадавшим в результате возникновения чрезвычайных ситуаций природного и техногенного характера на территории Иркутской области;1;0;0;;316164;REGIONAL;False;False;3800000010000298147;custom53766;custom53766;;
53786;Предоставление студентам из малоимущих семей, а также малоимущим одиноко проживающим студентам справки для получения государственной социальной помощи;1;0;0;;316164;REGIONAL;True;False;;custom53786;custom53786;;
53898;Предоставление многодетным семьям денежной компенсации 30 процентов расходов на оплату жилого помещения и коммунальных услуг;1;0;0;;316164;REGIONAL;False;False;3800000010000297935;custom53898;custom53898;;
53955;Предоставление компенсации платы, взимаемой с родителей (законных представителей), за присмотр и уход за детьми, посещающими образовательные организации в Иркутской области, реализующие образовательную программу дошкольного образования;1;0;0;Детские;316164;REGIONAL;False;False;3800000010000299093;custom53955;custom53955;;
122243;Присвоение статуса детей Великой Отечественной войны, проживающих в Иркутской области, предоставление ежемесячной денежной выплаты, ежегодной денежной выплаты ко Дню Победы (9мая) гражданам, которым присвоен статус детей Великой Отечественной войны, проживающих в Иркутской области;1;0;0;;316164;REGIONAL;False;False;3800000010000326336;custom122243;custom122243;;
127371;Предоставление мер социальной поддержки медицинским и фармацевтическим работникам, проживающим в сельской местности, рабочих поселках (поселках городского типа) и работающим в муниципальных организациях здравоохранения, а также муниципальных образовательных организациях;1;0;0;Другие услуги;316164;REGIONAL;False;False;3800000010000291620;custom127371;custom127371;;
135394;Выдача архивных справок, выписок, копий архивных документов, в том числе подтверждающих право владения на землю;1;0;1;Информационное обеспечение пользователей в соответствии с их запросами. Выдача копий архивных документов, подтверждающих право на владение землей;135373;MUNICIPAL;False;False;3800000000199360340;custom135394;custom135394;;
135401;Выдача выписки из реестра муниципального имущества Иркутского районного муниципального образования;1;1;1;;135373;MUNICIPAL;False;False;3800000010000138831;custom135401;custom135401;;
135406;Выдача разрешений на установку и эксплуатацию рекламных конструкций, аннулирование таких конструкций, выдача предписаний о демонтаже рекламных конструкций на территории Иркутского районного муниципального образования;1;0;1;;135373;MUNICIPAL;True;False;;custom135406;custom135406;;
135417;Предоставление субъектам малого предпринимательства в собственность арендуемого имущества;0;1;1;;135373;MUNICIPAL;True;False;;custom135417;custom135417;;
135434;Предоставление гражданам земельных участков для строительства индивидуального жилого дома и для ведения личного подсобного хозяйства на землях населенных пунктов;1;1;1;;135373;MUNICIPAL;True;False;;custom135434;custom135434;;
135439;Предоставление садоводческим, огородническим и дачным некоммерческим объединениям граждан в собственность земель общего пользования из земель садоводческих, огороднических и дачных некоммерческих объединений граждан;1;1;1;;135373;MUNICIPAL;True;False;;custom135439;custom135439;;
135443;Предоставление из земель, государственная собственность на которые не разграничена, а также земель, находящихся в муниципальной собственности Иркутского района, земельных участков садоводческим, огородническим и дачным некоммерческим объединениям граждан;1;1;1;;135373;MUNICIPAL;True;False;;custom135443;custom135443;;
135445;Предоставление членам садоводческих, огороднических и дачных некоммерческих объединений граждан в собственность земельных участков из земель садоводческих, огороднических и дачных некоммерческих объединений граждан;1;0;0;;135373;MUNICIPAL;True;False;;custom135445;custom135445;;
135449;Утверждение и согласование схемы расположения земельных участков на кадастровом плане или кадастровой карте соответствующей территории на территории Иркутского района;1;1;1;;135373;MUNICIPAL;True;False;;custom135449;custom135449;;
135455;Изменение вида разрешенного использования земельного участка;1;1;1;;135373;MUNICIPAL;True;False;;custom135455;custom135455;;
135457;Предоставление из земель, государственная собственность на которые не разграничена, а также земель, находящихся в муниципальной собственности Иркутского района, земельных участков, необходимых для эксплуатации существующих зданий, строений, сооружений;1;1;1;;135373;MUNICIPAL;True;False;;custom135457;custom135457;;
135496;Предоставление гражданам земельных участков для ведения огородничества и для ведения личного подсобного хозяйства на землях сельскохозяйственного назначения (полевой участок);1;0;0;;135373;MUNICIPAL;True;False;;custom135496;custom135496;;
135498;Утверждение акта выбора земельного участка и предварительное согласование места размещения объекта для строительства (не связанного с жилищным строительством);1;1;1;;135373;MUNICIPAL;True;False;;custom135498;custom135498;;
135500;Предоставление гражданам земельных участков на землях сельскохозяйственного назначения для выпаса скота и сенокошения в аренду;1;0;0;;135373;MUNICIPAL;True;False;;custom135500;custom135500;;
135502;Выдача градостроительного плана земельного участка, расположенного на территории муниципального образования;1;1;1;;135373;MUNICIPAL;True;False;;custom135502;custom135502;;
135506;Выдача разрешений на строительство;1;1;1;Выдача разрешений на строительство, продление срока действия разрешений на строительство ;135373;MUNICIPAL;True;False;;custom135506;custom135506;;
135510;Выдача разрешений на ввод объекта в эксплуатацию при осуществлении строительства, реконструкции объектов капитального строительства, расположенных на территории муниципального образования;1;1;1;;135373;MUNICIPAL;True;False;;custom135510;custom135510;;
135526;Удалена (Прием заявлений и выдача документов о согласовании переустройства и (или) перепланировки жилого помещения);1;0;1;;135373;MUNICIPAL;True;False;;custom135526;custom135526;;
135531;Приемка выполненных работ по переустройству и (или) перепланировке переводимого помещения;1;1;1;Принятие документов, а также выдача решений о переводе или об отказе в переводе жилого помещения в нежилое или нежилого помещения в жилое помещение;135373;MUNICIPAL;True;False;;custom135531;custom135531;;
135539;Предоставление сведений из информационной системы обеспечения градостроительной деятельности;1;1;1;;135373;MUNICIPAL;False;False;3800000010000138807;custom135539;custom135539;;
135541;Утверждение проекта организации и застройки территории садоводческого, огороднического и дачного некоммерческого объединения;1;1;1;;135373;MUNICIPAL;True;False;;custom135541;custom135541;;
135543;Выдача документа, подтверждающего проведение основных работ по строительству (реконструкции) объекта индивидуального жилищного строительства, осуществляемому с привлечением средств материнского (семейного) капитала;1;1;1;;135373;MUNICIPAL;True;False;;custom135543;custom135543;;
