id;auto_ping_queue
2068678;True
2096384;True
2096498;False
2120655;True
2143676;False
2146452;False
2146560;False
2146617;True
2146711;False
2147205;False
2147377;False
2158033;False
2197140;False
2197534;True
2204337;True
2204487;False
2239743;False
2256670;False
2256872;False
2278123;True
2278242;True
2300747;False
2301548;False
2309136;False
2309837;False
2310653;True
2311123;False
2344220;False
2350080;True
2350498;False
2350604;True
2350825;False
2351006;True
2351194;False
2352181;False
2392056;False
2405488;False
2405653;False
2405905;False
2407054;True
2408983;False
2409279;True
2409367;False
2423734;True
2423796;True
2423849;False
2423936;True
2424008;True
2424043;True
2424106;True
2458313;False
2458495;False
2458586;False
2459210;True
2459318;True
2459644;False
2459770;True
2459845;False
2485569;False
2491584;False
2491716;False
2491829;True
2498741;False
2513902;True
2514369;True
2516708;True
2517005;False
2517178;True
2517672;False
2519170;False
2562923;False
2563169;True
2563455;False
2563575;False
2563730;False
2618073;False
2625166;False
2680647;False
2682902;False
2689035;False
2767379;False
2767616;True
2767756;True
2768271;True
2770259;True
2785999;True
2786239;True
2786360;False
2811810;False
2811922;False
2815461;False
2816123;False
2824317;False
2840502;True
2840648;False
2840739;False
2841208;False
2841286;False
2841412;True
2841471;True
2902669;True
2903048;False
2903676;False
2940457;True
3001980;False
3002020;True
3002122;False
3002143;False
3002174;False
3076125;False
3165876;True
3166955;True
3168237;True
3168352;False
3168456;False
3168534;True
3332929;False
3333264;False
3333414;False
3831993;False
3832436;False
3970114;False
3970267;False
3970495;False
3970826;True
4040559;False
4041030;False
4041168;False
4055418;True
4306598;False
4324776;False
4429011;True
4438792;True
4438902;False
4439410;True
4439489;True
4439541;True
4572458;True
4573247;False
4573687;False
4574137;True
4574414;True
4574697;True
4574878;True
4575012;False
4576463;True
4576646;True
4583867;False
4584761;True
4649854;False
4670646;False
4671104;True
4671337;True
4671469;False
4671681;False
4772000;True
4772105;True
4772744;True
4772883;False
4838297;False
4902989;False
5010908;False
5058472;False
5090485;False
5091903;False
5146306;False
5183694;False
5183841;False
5286918;True
5287007;True
5344187;True
5344331;True
5349061;False
5356053;True
5407963;True
5502624;True
5530198;False
5530374;False
5532938;True
5533009;True
5533476;False
5534172;False
5541333;True
5561366;True
5561678;False
5561781;True
5601143;False
5810920;False
5826963;False
5935865;False
6080312;False
6188047;False
6246610;False
6374793;False
6515163;True
6515566;False
6541694;False
6541868;False
6589026;False
6589338;False
6670109;False
6670225;False
6709088;False
6922770;True
6923142;True
6923261;True
6923376;True
6923551;False
6930884;False
7187432;True
7187621;True
7187781;False
7188449;True
7190016;False
7414297;True
7414999;False
7529065;False
7529259;True
7529580;True
7529744;True
7530428;False
7617606;True
7625520;False
7808895;False
7842360;False
8242746;True
8248969;False
8249258;False
8278379;False
8390986;False
8538228;False
8547639;False
8615360;False
8615569;False
8615679;False
8615866;True
8858471;False
8858671;False
8861101;True
8862980;False
8902584;True
8921273;True
8921555;True
9058296;True
9215155;True
9215721;True
9558941;True
9700295;True
9700498;True
9700562;True
9700925;False
9701249;True
9701567;False
9701851;False
9702189;True
9702495;True
9702736;False
9703169;True
9703479;True
9703748;False
9705224;True
9705517;False
9862205;False
9864736;True
9865137;True
9872105;True
9977515;False
10031448;False
10058301;True
10058756;False
10058857;False
10127110;False
10142935;False
10160470;True
10161280;True
10191049;False
10191789;True
10205087;False
10223405;True
10223900;False
10225819;True
10329440;False
10368329;True
10368566;True
10541162;False
10592745;True
10593321;False
10613304;False
10646151;False
10775382;False
10814607;True
10816588;True
10820617;False
10820967;False
10821693;False
10822718;True
10822950;True
10823166;False
10823469;True
10823737;False
10824027;True
10824244;False
10827023;False
10916345;False
10916616;True
10964121;True
10964344;False
10964755;True
10965044;False
10965263;False
10965434;True
10965617;True
10965845;False
10966131;True
10966328;False
10966463;True
11113776;False
11302403;False
11315941;False
11796684;True
12186999;False
12187263;False
12570629;False
13634590;True
13634845;False
13634926;True
14202764;False
14272300;False
14575574;False
14607510;False
14607940;True
14609051;False
14609408;False
14609753;False
14610294;False
14779323;False
15499767;False
15500658;False
15500852;False
15908432;False
15909659;False
15909833;False
15910017;False
15912651;True
15912856;False
15913091;False
15913270;False
15913672;False
15913952;True
15914129;False
15914334;False
15915715;False
15915904;False
15915999;False
15916089;True
15916176;False
15917612;False
15917704;True
15917824;True
15918116;True
15918210;True
15923259;False
15923395;False
15923600;True
15924099;True
15924277;True
15925945;False
15926038;True
15926165;False
15926239;False
15927457;True
15927565;True
15927678;True
15927731;True
15927834;False
15977353;False
16008166;False
16022345;False
16090163;True
16116648;False
16164769;False
16165165;True
16165625;True
16165906;True
16166077;True
16166192;False
16166476;False
16166713;True
16167192;True
16167490;True
16167683;True
16167816;True
16168028;True
16211678;True
16211959;False
16212715;True
16220315;False
16220601;True
16220905;True
16221697;True
16228917;False
16263025;False
16263335;False
16263439;False
16265324;False
16265650;False
16267135;True
16267524;True
16267844;False
16268032;True
16268503;True
16268782;True
16270348;False
16271474;False
16280779;False
16281119;True
16281628;False
16281899;True
16282280;False
16288464;False
16288741;False
16288845;True
16289020;False
16289454;False
16289699;False
16291811;False
16292156;False
16295312;False
16295671;True
16295884;False
16296507;True
16296756;True
16299258;True
16299580;False
16299816;True
16300302;False
16300798;False
16301575;True
16302630;True
16353335;False
16353516;False
16354122;False
16356202;False
16357340;False
16363759;False
16364104;False
16364413;False
16364642;False
16365511;True
16365697;True
16367022;True
16367228;True
16429036;True
16429350;True
16429657;True
16514098;False
16515265;False
16615712;False
16616002;True
16616462;True
16616665;False
16732367;False
16769288;True
16828408;True
17070373;True
17627817;False
17874080;False
17947997;False
17949629;False
17957479;False
18206253;False
18307377;True
18342198;True
18342581;True
18448227;True
18574230;False
18619234;False
18619531;False
18622768;False
18826951;False
18874990;False
19009512;False
19010982;False
19164271;True
19209975;True
19372899;False
19373550;False
19374007;False
19374517;False
19375722;False
19432812;True
19433211;True
19433467;True
19433914;False
19434207;True
19486284;False
19486289;False
19486292;False
19486295;False
19486298;False
19486302;False
19486305;False
19486308;False
19486311;False
19486314;False
19486317;False
19486320;False
19571394;True
19839436;True
19839440;False
19839444;True
19839447;True
19839450;True
19839454;True
19839459;True
19883864;True
19913325;True
19916818;True
19933245;True
19935399;True
19954410;True
19955402;False
19956200;False
19956989;True
19957876;False
20005094;True
20141689;False
20329186;False
20395500;False
20473811;True
20705217;False
20705449;False
20705859;True
20714306;True
21162381;False
21247680;False
21313781;False
21588702;True
22043632;False
22473019;False
22491859;True
22492965;True
22494978;True
22495255;False
22495640;True
22835182;True
22836302;True
23063308;True
23063544;True
23065436;False
23226181;False
23231143;False
23927698;False
23973786;True
24491977;False
24492403;True
24915872;True
24918954;False
24951977;False
24952613;False
25181630;False
25236636;True
25478140;True
25491731;True
25539213;True
25540893;True
25940396;False
26749470;True
27353187;True
27354245;False
27478980;False
27558477;True
27660325;False
27781411;True
27786643;False
28017508;True
28236307;True
28696199;True
29605730;True
29607388;True
29813277;False
29962299;True
29963638;False
30217100;False
30217455;False
30218861;False
30993051;True
30994578;True
31101266;True
31365011;True
31735848;True
32279605;False
32419535;False
32423512;True
32656915;False
33788239;True
34148515;False
34432775;True
34440497;False
34577764;False
34582714;True
34693392;False
34704525;True
34709063;False
34717085;True
35036667;True
35455576;False
35649915;True
35653159;True
35892426;False
36053128;True
36053415;False
36053604;False
36057034;False
36206426;True
36293424;False
36294011;False
36614069;False
36614650;False
37070328;True
37070796;False
37441837;False
37720246;False
37809352;True
37813629;False
37814101;False
37814847;True
38139337;True
38164605;True
38556607;False
38867395;True
38874085;True
38874553;False
38879460;True
38880231;False
38881424;True
38882435;False
39081606;False
39186481;False
39212242;True
39259506;False
39712486;False
39728544;True
39738241;False
40053130;False
40079532;True
40408536;True
40450126;True
40470990;True
40481060;True
40482419;True
40550584;True
40551029;True
40959568;True
40979361;False
40979848;True
40980220;True
41174521;False
41175050;True
41515712;False
41558434;False
41560400;True
41647340;True
41648826;True
41650767;True
41652597;False
41704239;True
41705929;True
41744680;False
41745288;False
41770607;True
41781773;False
41945172;False
42390288;False
42398697;True
42408697;True
42516121;True
42517590;False
42592742;True
43005092;True
43019076;False
43020962;True
43027033;True
43028044;True
43028968;True
43052601;True
43277917;False
43347376;False
43401906;False
43471627;True
43498168;False
43499165;True
43534126;False
43712700;True
43790292;False
43798284;False
43812601;True
43822294;True
44224746;True
44248530;True
44290394;True
44337201;True
44525493;False
44574611;True
44576028;False
44599774;False
44605226;True
44862578;True
44863424;True
44863691;True
45648305;True
45648711;False
45649052;False
45649822;False
45670399;False
45670807;True
45671203;True
45674935;True
45675334;True
45675616;True
45675921;True
45782401;False
45782587;True
45783577;True
45785258;True
45788158;True
45792049;False
45792762;True
46615754;True
46616010;False
46620352;True
46621097;False
46621971;True
46772191;False
46772721;False
46773250;True
46773584;False
46856996;False
46857348;True
46857719;False
46858120;False
46954376;False
46963155;True
46964448;False
47181667;True
47182136;False
47182476;True
47295644;True
47298320;False
47299355;True
47303203;True
47303752;False
47304572;True
47372039;False
47381969;False
47418771;True
47469101;True
47472314;False
47473219;False
47474291;False
47485423;True
48458171;True
48680523;True
48730532;True
48731052;True
48733360;True
48733764;True
48740408;False
48740848;True
48741461;False
48742042;True
48754045;False
48808693;True
48809352;True
48813398;True
48814256;True
48815652;False
48816753;False
49495753;False
49512481;True
49798056;True
50156415;False
50334781;False
50335294;False
50759105;True
50759512;True
51038848;True
51039546;True
51040375;True
51042894;False
51145912;False
51300597;True
51300764;True
51300941;False
51301033;False
51301301;True
51301378;True
51349106;False
51358448;True
51359371;False
51362759;False
51363720;False
51389857;False
51855744;True
51859755;False
52038557;True
52046504;False
52104383;True
52105723;True
52359186;True
52881631;False
52896291;False
52915732;False
52920773;True
52921492;True
53065014;False
53066264;False
53070602;True
53072753;False
53455483;False
53974448;True
53982056;False
53982342;True
53985962;True
53986444;False
53989217;False
53990122;True
53995896;False
54477978;True
54478822;True
55138690;False
55533159;True
55534106;True
55922109;True
55923058;False
55940247;False
56159138;False
56775759;False
57051109;True
57378207;False
57522285;False
57527027;False
58066194;False
58418811;True
58531605;False
58930277;False
59561730;True
59754674;True
59756870;False
59757839;True
59758551;False
59760032;False
59760443;False
59761839;False
60806418;False
60926686;False
60927727;False
60928536;False
60941721;True
60956537;False
61160405;False
61207801;False
61334660;False
61346387;True
61347684;True
61348213;True
61933088;True
62354995;False
62382791;True
62592276;True
62593939;False
62594298;True
62595151;False
62598096;True
63419817;False
63998304;True
63999095;True
64240786;False
64255366;False
64339253;True
64482626;True
64484429;True
64485187;True
64814101;True
64852244;False
65171875;False
65224131;True
65317240;True
65692210;True
65923463;True
66618804;True
66838572;True
66839035;True
66841872;True
67488623;True
68016616;False
68017764;True
68237830;False
68238694;True
68502032;False
68517933;False
68518866;True
68520237;True
69742982;False
69744367;False
69745487;False
69746812;False
69892872;True
69893355;True
69897302;False
69961814;True
70538261;True
70539314;False
70598333;True
70598824;True
71707914;True
71708967;False
72386796;False
72390100;False
72685049;False
73005666;False
73006288;True
73285557;False
73285743;False
73486914;True
73493170;False
73814448;True
74451130;False
74454256;False
74454751;False
75346215;True
75622266;True
75623481;True
75623959;True
75624858;True
76688160;False
76688543;True
77736754;True
77738688;False
77743620;False
77933769;True
78121703;False
78408517;True
78935426;True
79351534;False
79436565;True
79441079;True
79454092;True
79455276;True
79456119;True
79928208;True
80409120;True
80943633;False
81328892;True
81559131;True
81697179;True
81698998;False
81700167;True
82050764;True
82560846;False
82561878;False
82798849;False
82801081;True
82802083;True
83854867;False
83857914;False
83960788;False
83961384;True
84843331;False
84845387;False
84845853;False
84846374;False
84847063;False
84847711;False
85071453;True
85624020;False
85719918;False
85902500;True
85905529;False
85906232;True
85906963;True
86957938;False
87071773;False
87133205;False
87521222;False
87674127;True
88106647;True
88299553;True
88300756;True
89465911;True
89466989;True
89804239;False
90205638;False
90206152;False
91117372;False
91120502;True
91121826;False
91122628;True
91358155;False
91890567;False
91897383;True
92006012;False
93123138;False
93776647;True
93779531;False
93985080;True
93992262;False
93995166;True
93996850;True
93998584;True
94411088;True
94748618;False
96254826;False
97505156;False
97511719;False
97520005;True
98456462;False
98459548;False
98649785;True
99608632;False
100342886;True
100515484;True
100517096;False
100569266;True
100883501;False
101121695;True
101124512;False
101128588;False
101133312;True
101134462;True
101137298;False
101142159;True
101145776;True
101149739;False
101450558;True
101451894;False
101453563;True
101456444;False
102038806;False
102469479;True
102470805;False
102485660;True
102486653;False
102489659;True
102492992;True
102496177;True
102498345;False
103359967;False
103390843;True
103985933;False
103988698;False
103991280;True
103992885;True
103993798;True
104014611;True
105020026;True
105023213;False
105028749;True
105557610;True
105558325;True
105564860;True
105671970;True
105673498;True
106651466;False
106747929;False
106851435;False
106928928;False
107060480;True
107062755;True
107068815;True
107165778;False
107412007;True
107681788;False
108285205;True
108286798;True
108287769;True
108811948;False
108813361;False
108814165;False
108818309;False
108821446;False
108825213;True
108825747;False
108827645;False
108830578;False
108831138;False
109171163;False
109172238;True
109353036;True
109667977;True
109671210;False
109761814;True
109762631;False
109763901;True
110794949;True
110854492;True
110871008;True
110875506;True
111434734;True
111965935;True
112366798;True
112424524;True
112426156;False
112428171;False
112437368;True
112439556;False
112491280;False
112493765;False
112501677;False
112506624;True
112509051;False
112514085;False
112525686;True
112530503;True
112533624;True
112534439;True
112535333;True
112536098;True
112538514;True
112558357;False
112588845;True
112745788;True
113208193;False
113363230;True
113374357;True
114091450;True
114094414;True
114590531;True
114591479;False
114788953;False
114797381;True
114799643;False
114800746;False
114879645;False
114974237;True
115586064;False
115605224;True
115605950;True
115867338;True
115878824;False
116049295;False
116053645;False
116900341;True
117665044;True
117670331;True
117672930;True
117788482;False
117821420;False
117882283;False
118357148;False
118474243;False
118477123;False
118715727;True
119335815;True
119776646;True
119782578;True
119784948;True
119787097;False
119789832;False
119791170;True
119792937;True
119892412;True
119892910;False
120408243;False
120412983;False
120415423;True
120418235;False
120516934;True
121018873;False
121449229;False
121849248;False
121862034;True
121888161;True
122286065;False
122286307;True
122295660;True
122682447;True
123325801;False
123327561;True
123329169;False
123330546;True
123337125;True
123363689;True
123364341;True
123759656;True
123954150;True
124365276;True
124398583;True
124400838;True
124822960;True
125119894;True
125122463;True
125124966;True
125127970;True
125457481;True
125623602;True
126380635;True
126811446;True
126921660;True
127208714;False
127267732;False
127268998;False
127278135;True
127467688;True
127552502;True
127554880;True
127556392;True
127677738;True
127783135;True
127803314;True
127816058;True
127818917;False
127819772;True
127926076;True
128101389;True
128105399;False
128675899;True
128678365;True
128729538;True
128731901;True
128985354;False
129023624;False
129024874;False
129079468;True
129081937;True
129288300;False
130831310;True
130833660;True
130835456;True
130836166;True
131239798;True
131466852;True
131467764;True
131469780;True
131479139;False
131480436;False
131483013;False
131565718;True
132169812;True
132578138;True
132586518;False
134096806;True
134306410;False
134755659;False
135176261;True
135188601;True
135204945;True
135206061;True
135213861;True
135219407;False
135226205;True
135230767;False
135234908;True
135245289;True
135308635;False
135311924;True
135312510;True
135315929;True
136260671;True
136960796;True
136967916;True
136987017;False
136990743;False
137484127;True
137489106;False
137490060;True
137963187;False
137967696;True
138758688;True
138764317;True
139101625;True
139105123;True
139106135;True
139667776;True
140718987;True
140730707;True
140730948;False
140843355;True
141756514;True
142647595;False
143287781;True
143300566;True
146999892;False
147907981;False
148705597;False
148724542;False
149832440;True
149834839;True
149837815;True
149847458;True
149848312;True
149849278;True
150312534;False
151137741;False
151598006;False
151856525;True
152481439;False
152650888;True
152657195;False
152963912;False
153150032;False
153150915;False
154231537;True
154310662;True
154348794;True
154364259;False
154365035;True
154366646;False
155609177;True
155611271;True
155632506;False
155919088;False
156084677;False
156084947;False
156406702;False
156694509;True
156841020;True
156843040;True
156845672;True
156846995;True
156852697;False
158356389;True
158357903;True
158363803;False
158399717;True
158404073;True
158514804;False
159127541;False
160054518;True
161478836;True
162167088;True
162752359;True
163269126;False
163676090;False
166002785;False
166411095;False
166950254;True
167836476;True
169281686;False
169283872;False
169285415;True
169287700;False
169459388;False
169466684;True
169795404;True
169798501;True
169987745;False
170616940;False
170668619;True
171137307;True
171293443;True
171472582;True
172058259;True
172059244;False
172062645;True
172714673;True
172718931;True
173645544;True
173646764;True
173657696;True
175641638;False
175906813;False
176992398;False
177544790;False
177641596;True
177870117;True
178523196;False
179478116;True
179479561;True
181186541;True
181188356;True
183894731;True
184420021;True
184422593;True
184450330;True
184797207;False
186000033;False
187998782;False
188459184;True
190154359;False
190154431;False
190154438;False
190154696;False
190154868;False
190154965;False
190155075;False
190155213;False
190155313;False
190155511;False
190155738;False
190155826;False
190155830;False
190155834;False
190276558;True
190410825;True
190412677;True
190413841;True
190501437;False
191700321;True
191872135;True
191881809;False
191885554;False
191888243;False
192664551;True
192666858;False
194685180;True
194690606;True
194692221;True
196752748;True
196952460;True
196955238;True
197241058;True
197553275;False
198115247;False
198117731;True
198120314;False
198627748;True
198632260;True
198635386;True
199030090;True
199035070;False
200508579;True
200918295;True
200953060;True
200955607;False
201323164;True
201327276;False
201330332;True
201345125;False
201581931;True
202030313;True
205048499;True
205474107;False
205480251;False
205482666;True
205490611;True
205494399;True
205497342;True
207114163;True
207116093;True
208296270;True
208299813;True
210533558;True
210548181;False
211700020;False
212195226;True
212464356;True
213705063;True
213711109;False
213852346;True
214070221;True
216918475;True
217587405;True
218049504;True
218051188;False
218054256;True
218057084;False
218058874;True
218061130;True
218064281;False
218820651;False
218831363;True
218834551;True
218977868;False
220042335;False
220392976;True
221490975;True
221780458;False
223989290;False
223990447;False
226370917;True
226491636;True
226492773;True
227090461;True
227099157;False
227137527;True
227137608;True
227320821;True
227865934;False
231228072;True
233293427;True
233804364;True
233808922;True
233812833;True
233925133;True
234825476;False
234827610;True
234839726;False
236276899;False
236718642;True
236723228;True
236864388;False
237740776;True
237747891;True
238456580;True
238479355;False
238481059;False
239764447;True
239767039;True
240008963;False
242087348;True
243975148;True
245049303;True
245707416;True
245708947;True
248583831;False
250468347;True
250486981;False
250743047;True
251791753;True
255351104;False
255355052;False
256186840;True
256194051;True
256750119;False
256751022;False
257423792;False
257428465;True
257430312;True
257448654;True
257453354;True
257461595;True
258002479;True
258006678;False
258197473;True
258345265;True
259281736;True
260326671;True
260775304;True
264003210;False
264067540;False
265050221;True
265053103;False
265748695;True
265754973;True
265792410;False
266320783;False
266649088;False
268006345;True
268008608;False
268011227;True
269081436;False
269506288;True
269510237;True
269513412;True
271416806;True
271417819;True
271419429;False
271420346;False
271429980;True
271432712;False
272464702;True
272467053;True
274885794;True
274890183;False
276718634;True
276721978;False
277234245;True
277234579;False
280684814;True
281887422;True
282174979;True
283212869;True
283594890;False
283596567;True
283649615;False
283682052;True
283682783;True
283684144;False
284935976;True
285321707;False
286662764;False
286665700;True
287322079;False
287475445;True
288446615;True
291766896;False
291772424;False
291828672;True
291832702;False
292261045;True
293665103;True
295124323;False
295473453;True
296007676;False
296629039;False
298413891;False
299621395;True
299626841;False
299629008;False
300583061;True
300754136;False
303218730;True
304269414;True
304281648;True
305229290;True
306416246;True
306712321;False
306749088;False
308588059;True
308653351;True
308654705;True
308821684;True
308825897;True
311615905;False
312581431;True
312793298;True
312795859;False
313846133;True
314447836;False
314592867;False
316594111;True
317631698;True
317634755;True
317637575;True
317638558;True
317639666;True
318069572;True
318566872;True
319403259;True
319944271;True
319945195;True
319946930;True
321054698;True
321063256;True
