id;cpgu_order;related_order
234679831;6638436;6638395
234693761;6638482;6638748
234694430;6638532;6638768
234684294;6638532;6638414
234685198;6638548;6638395
234750615;6638577;6638634
234751103;6638634;6638381
234751518;6638634;6637432
234752254;6638634;6635643
234750710;6638634;6638735
234752041;6638634;6635810
234751228;6638634;6637939
234751625;6638634;6637247
234751920;6638634;6636383
234750614;6638634;6638577
234751770;6638634;6637092
234743523;6638634;6634978
234752531;6638634;6635260
234751370;6638634;6637628
234750955;6638634;6638193
234750527;6638634;6638860
234819726;6638670;6641434
234695259;6638704;6638762
234750711;6638735;6638634
234693760;6638748;6638482
234695258;6638762;6638704
234694429;6638768;6638532
234699214;6638768;6638867
234697443;6638799;6636386
234750528;6638860;6638634
234699213;6638867;6638768
234714825;6638897;6638904
234714824;6638904;6638897
234704259;6638944;6638967
234707094;6638944;6639029
234704258;6638967;6638944
234707093;6639029;6638944
234712603;6639084;6636386
234726750;6639158;6639465
234723703;6639361;6636386
234723643;6639371;6639392
234724271;6639392;6639407
234723642;6639392;6639371
234724270;6639407;6639392
234725074;6639407;6639424
234725073;6639424;6639407
234725694;6639424;6639436
234725693;6639436;6639424
234727464;6639436;6639476
234727299;6639465;6639468
234726749;6639465;6639158
234727298;6639468;6639465
234727799;6639468;6639484
234728315;6639476;6639495
234727463;6639476;6639436
234728332;6639484;6639496
234727798;6639484;6639468
234728867;6639495;6639514
234728314;6639495;6639476
234728578;6639496;6639502
234728331;6639496;6639484
234729057;6639502;6639519
234728577;6639502;6639496
234730510;6639511;6636386
234728866;6639514;6639495
234730088;6639514;6639551
234729056;6639519;6639502
234729207;6639519;6639521
234729206;6639521;6639519
234729575;6639521;6639531
234729574;6639531;6639521
234730087;6639551;6639514
234731231;6639551;6639580
234731927;6639580;6639594
234731230;6639580;6639551
234733006;6639594;6639622
234731926;6639594;6639580
234734996;6639622;6639678
234733005;6639622;6639594
234735743;6639678;6639700
234734995;6639678;6639622
234735742;6639700;6639678
234741708;6639784;6639845
234744245;6639825;6636386
234756528;6639829;6640197
234741707;6639845;6639784
234748334;6639887;6640005
234842014;6639906;6641975
234908267;6639911;6642597
234746760;6639960;6572776
234748333;6640005;6639887
234751032;6640005;6640073
234751031;6640073;6640005
234756527;6640197;6639829
234764504;6640197;6640353
234769365;6640305;6636386
234764503;6640353;6640197
234767524;6640353;6640416
234909444;6640374;6642601
234906978;6640410;6642592
234767523;6640416;6640353
234771464;6640416;6640510
234773552;6640423;6640556
234769684;6640434;6636386
234775173;6640510;6640590
234771463;6640510;6640416
234776594;6640552;6636386
234773551;6640556;6640423
234779877;6640590;6640709
234775172;6640590;6640510
234781498;6640616;6640751
234779557;6640616;6640693
234778198;6640618;6636386
234779556;6640693;6640616
234779876;6640709;6640590
234783291;6640718;6636386
234791282;6640726;6640948
234781497;6640751;6640616
234787122;6640832;6636386
234791409;6640910;6636386
234791281;6640948;6640726
234794741;6640989;6636386
235375266;6640992;6651691
234808701;6641109;6641139
234805058;6641109;6641242
234802637;6641128;6636386
234808702;6641139;6641109
234807527;6641139;6641242
234804714;6641196;6636386
234805057;6641242;6641109
234807528;6641242;6641139
234811576;6641300;6636386
234812884;6641362;6636386
234832111;6641377;6641794
234820472;6641434;6638024
234843947;6641434;6636650
234820085;6641434;6637567
234844122;6641434;6637788
234817390;6641434;6635404
234843813;6641434;6635939
234819553;6641434;6636962
234819725;6641434;6638670
234818897;6641434;6635226
234828166;6641666;6641720
234830020;6641666;6641755
234828165;6641720;6641666
234829873;6641751;3756770
234830019;6641755;6641666
234832110;6641794;6641377
234842013;6641975;6639906
265505137;6641988;7258016
234849772;6642109;6642128
234851403;6642128;6642163
234849771;6642128;6642109
234851402;6642163;6642128
234859429;6642171;6642304
234855419;6642230;4564629
234859428;6642304;6642171
234868753;6642319;6642506
234867359;6642430;6642479
234867358;6642479;6642430
234868752;6642506;6642319
234905987;6642584;6642588
234905986;6642588;6642584
234906977;6642592;6640410
234908266;6642597;6639911
235059276;6642599;6644581
234909443;6642601;6640374
234948486;6642801;6643031
234944050;6642801;6642977
234932965;6642801;6642860
234955398;6642801;6643104
234945797;6642801;6642992
234935761;6642801;6642888
234962253;6642801;6643146
234940652;6642801;6642941
234958491;6642801;6643127
234932966;6642860;6642801
234935762;6642888;6642801
234954062;6642892;6643092
234940976;6642892;6642952
234943825;6642892;6642980
234957098;6642892;6643114
234953405;6642892;6643088
234940653;6642941;6642801
234940977;6642952;6642892
234944051;6642977;6642801
234943826;6642980;6642892
234945798;6642992;6642801
234946512;6643011;6606194
234948487;6643031;6642801
234953406;6643088;6642892
234954063;6643092;6642892
234955399;6643104;6642801
234957099;6643114;6642892
234958492;6643127;6642801
234960655;6643144;6537403
234962254;6643146;6642801
235005354;6643207;6643317
235003754;6643207;6643269
235003753;6643269;6643207
235004012;6643276;6439961
235005353;6643317;6643207
235005426;6643319;6568802
235017822;6643348;6643622
235183621;6643401;6643585
235184002;6643401;6643454
235085767;6643406;6645173
235027491;6643425;6643837
235184003;6643454;6643401
235086128;6643486;6645173
235086463;6643566;6645173
235183622;6643585;6643401
235019552;6643588;6643661
235022367;6643588;6643730
235024763;6643614;6643711
235036934;6643614;6643841
235017821;6643622;6643348
235019551;6643661;6643588
235024764;6643711;6643614
235022366;6643730;6643588
235086772;6643801;6645173
235043488;6643837;6644217
235027490;6643837;6643425
235036935;6643841;6643614
235280488;6644077;6648999
235166418;6644077;6646165
235280072;6644077;6649559
235052533;6644109;6644423
235053879;6644109;6644457
235208433;6644158;6645324
235043487;6644217;6643837
235286210;6644217;6649798
235057011;6644383;6644545
235208671;6644412;6645324
235052532;6644423;6644109
235053878;6644457;6644109
235086989;6644500;6645173
235057010;6644545;6644383
235068365;6644545;6644798
235059275;6644581;6642599
235069332;6644602;6644829
235064908;6644607;6644710
235087230;6644613;6645173
235087463;6644698;6645173
235064907;6644710;6644607
251269243;6644775;6970079
235068364;6644798;6644545
235124516;6644798;6646088
235208561;6644821;6645324
235069331;6644829;6644602
235087733;6645092;6645173
235410326;6645173;6647270
235410515;6645173;6647080
235410638;6645173;6647001
235411033;6645173;6646692
235411179;6645173;6646577
235411348;6645173;6646453
235085766;6645173;6643406
235410182;6645173;6647418
235095311;6645173;6645394
235410739;6645173;6646923
235087462;6645173;6644698
235410418;6645173;6647157
235087229;6645173;6644613
235410880;6645173;6646822
235099737;6645173;6645522
235087732;6645173;6645092
235086461;6645173;6643566
235086988;6645173;6644500
235086127;6645173;6643486
235086771;6645173;6643801
235208140;6645324;6646024
235208432;6645324;6644158
235208560;6645324;6644821
235207938;6645324;6646655
235207726;6645324;6647147
235207874;6645324;6646960
235208670;6645324;6644412
235244502;6645324;6648551
235095312;6645394;6645173
235103081;6645411;6645512
235102707;6645411;6645451
235102708;6645451;6645411
235103082;6645512;6645411
235099738;6645522;6645173
235112758;6645556;6645815
235112757;6645815;6645556
235208141;6646024;6645324
235146827;6646075;6646615
235141678;6646075;6646498
235133766;6646088;6646319
235124515;6646088;6644798
235166419;6646165;6644077
235136135;6646212;6646374
235141632;6646319;6646497
235133765;6646319;6646088
235136134;6646374;6646212
235411349;6646453;6645173
235141631;6646497;6646319
235149042;6646497;6646671
235141677;6646498;6646075
235411180;6646577;6645173
235161815;6646615;6646964
235146826;6646615;6646075
235207939;6646655;6645324
235152694;6646671;6646773
235149041;6646671;6646497
235411034;6646692;6645173
235160800;6646750;6646942
235152693;6646773;6646671
235160883;6646773;6646943
235158039;6646814;6646883
235160457;6646814;6646935
235410881;6646822;6645173
235158038;6646883;6646814
235179858;6646912;6647391
235410740;6646923;6645173
235160456;6646935;6646814
235170007;6646942;6647137
235160799;6646942;6646750
235160882;6646943;6646773
235166832;6646943;6647062
235207875;6646960;6645324
235171796;6646964;6647184
235161814;6646964;6646615
235410639;6647001;6645173
235166831;6647062;6646943
235193518;6647062;6647710
235410516;6647080;6645173
235170006;6647137;6646942
235207727;6647147;6645324
235182097;6647153;6647434
235410419;6647157;6645173
235171795;6647184;6646964
235185525;6647220;6647519
235410327;6647270;6645173
235179857;6647391;6646912
235410183;6647418;6645173
235182096;6647434;6647153
235185733;6647464;6647525
235185524;6647519;6647220
235185732;6647525;6647464
235193517;6647710;6647062
235212962;6647763;6648006
235205129;6647768;6647903
235204814;6647768;6647808
235213353;6647784;6648006
235204815;6647808;6647768
235205130;6647903;6647768
235212961;6648006;6647763
235213352;6648006;6647784
235211587;6648053;6648148
235211586;6648148;6648053
235218251;6648271;6648311
235220803;6648271;6648372
236814024;6648307;6679537
235218250;6648311;6648271
235220802;6648372;6648271
235244503;6648551;6645324
235242986;6648775;6648848
235242985;6648848;6648775
271577865;6648873;7380192
235253713;6648941;6649117
235247505;6648961;6648968
235247504;6648968;6648961
235280489;6648999;6644077
235253712;6649117;6648941
238873223;6649224;6719373
235397029;6649345;6652077
235280073;6649559;6644077
235280328;6649568;6649657
235280011;6649591;6649657
235466303;6649630;6651892
235466099;6649630;6650495
235465956;6649630;6650870
235466042;6649630;6650677
235466223;6649630;6652295
235465808;6649630;6652054
235280327;6649657;6649568
235280010;6649657;6649591
235389069;6649660;6651971
235389135;6649680;6651971
235389112;6649716;6651971
235286209;6649798;6644217
235297229;6649913;6650033
235306289;6650019;6650209
235303582;6650019;6650160
235302302;6650033;6650127
235297228;6650033;6649913
235302301;6650127;6650033
235303581;6650160;6650019
235311750;6650201;6650329
235306288;6650209;6650019
235307920;6650212;6650244
235321887;6650244;6650551
235307919;6650244;6650212
235311749;6650329;6650201
235321041;6650423;6650529
235466100;6650495;6649630
235321040;6650529;6650423
235321886;6650551;6650244
235326167;6650641;6424417
235466043;6650677;6649630
235352085;6650781;6651215
235465957;6650870;6649630
235339577;6650906;6650941
235343643;6650906;6651027
235342447;6650934;6651003
235339576;6650941;6650906
235348737;6650953;6651135
235344731;6651003;6651051
235342446;6651003;6650934
235343642;6651027;6650906
235350141;6651051;6651165
235344730;6651051;6651003
235355902;6651058;6651301
235374492;6651130;6651674
235348736;6651135;6650953
235353701;6651165;6651243
235350140;6651165;6651051
235350963;6651188;6435166
235359854;6651209;6651382
235352735;6651215;6651224
235352084;6651215;6650781
235354169;6651224;6651253
235352734;6651224;6651215
235355658;6651243;6651293
235353700;6651243;6651165
235354589;6651253;6651266
235354168;6651253;6651224
235355517;6651266;6651291
235354588;6651266;6651253
235355516;6651291;6651266
235355657;6651293;6651243
235355901;6651301;6651058
235359853;6651382;6651209
235376710;6651555;6651601
235382830;6651598;6651683
235377728;6651598;6651740
235376709;6651601;6651555
235371859;6651609;5998266
235374491;6651674;6651130
235382831;6651683;6651598
235375265;6651691;6640992
235396564;6651738;6652077
235377727;6651740;6651598
235384708;6651840;6651889
235384707;6651889;6651840
235466304;6651892;6649630
235398944;6651941;6652171
235389134;6651971;6649680
235389111;6651971;6649716
235389068;6651971;6649660
235465809;6652054;6649630
235397028;6652077;6649345
235396563;6652077;6651738
235398943;6652171;6651941
235466224;6652295;6649630
235427106;6652471;6652759
235427105;6652759;6652471
235460452;6653314;6653343
235463505;6653314;6653487
235460451;6653343;6653314
235458560;6653381;6653399
235461850;6653381;6653462
235458559;6653399;6653381
235461849;6653462;6653381
235463504;6653487;6653314
235474790;6653633;6653684
235474789;6653684;6653633
235474935;6653684;6653687
235474934;6653687;6653684
235528122;6653834;6654149
235524091;6653880;6654149
235512219;6653907;6653947
235509304;6653913;6099685
235512092;6653918;6653947
235512218;6653947;6653907
235512091;6653947;6653918
235519545;6653955;6654075
235518183;6654042;6654054
235518182;6654054;6654042
235519544;6654075;6653955
235528123;6654149;6653834
235524092;6654149;6653880
235524836;6654173;6583615
235534177;6654326;6654348
235534176;6654348;6654326
294010290;6654555;7822509
235570699;6654856;6654893
235568097;6654856;6654995
235570700;6654893;6654856
235568586;6654897;6654976
235568585;6654976;6654897
235568096;6654995;6654856
235585032;6655085;6655355
235596233;6655176;6655359
235580799;6655184;6655271
235596208;6655213;6655359
235631814;6655224;6656260
235635919;6655224;6656397
235764111;6655224;6658937
235769932;6655224;6659066
235617062;6655224;6655973
235754288;6655224;6658744
235594445;6655224;6655377
235751525;6655224;6658696
235766258;6655224;6658973
235756651;6655224;6658794
235768098;6655224;6659034
235715500;6655224;6657947
235645936;6655224;6656563
235594309;6655224;6655460
235747977;6655224;6658441
235580798;6655271;6655184
235585031;6655355;6655085
235589636;6655356;6655435
235596207;6655359;6655213
235596232;6655359;6655176
235594446;6655377;6655224
235589795;6655380;6655435
235788307;6655412;6655442
235595147;6655412;6655543
235589635;6655435;6655356
235589794;6655435;6655380
235788306;6655442;6655412
235610880;6655442;6655543
235594310;6655460;6655224
235604904;6655486;6655525
235603969;6655486;6655609
235604905;6655525;6655486
235595146;6655543;6655412
235610879;6655543;6655442
235603970;6655609;6655486
285751808;6655763;7661665
235624959;6655827;6656189
235617063;6655973;6655224
235632228;6656164;6656341
235624958;6656189;6655827
235680447;6656208;6657141
235721615;6656208;6657847
235753502;6656208;6658587
235791746;6656208;6659076
235704518;6656208;6657526
235635580;6656211;6656403
235631815;6656260;6655224
235632227;6656341;6656164
235635920;6656397;6655224
235635579;6656403;6656211
235657637;6656533;6656835
235644321;6656561;6528396
235645937;6656563;6655224
235656293;6656664;6656768
235656579;6656664;6656696
235656580;6656696;6656664
235656294;6656768;6656664
235657636;6656835;6656533
235667295;6656840;6657024
235667294;6657024;6656840
235679670;6657084;6657140
235680053;6657132;6657140
235680052;6657140;6657132
235679669;6657140;6657084
235680448;6657141;6656208
235694753;6657355;6657558
235704519;6657526;6656208
235702149;6657558;6657699
235694752;6657558;6657355
235702148;6657699;6657558
235721616;6657847;6656208
235715501;6657947;6655224
235723775;6658112;6658137
235727066;6658112;6658214
235723774;6658137;6658112
235747130;6658180;6658649
235742408;6658180;6658547
235727065;6658214;6658112
235741580;6658401;6658493
235747978;6658441;6655224
235741579;6658493;6658401
235741406;6658529;6365477
235742407;6658547;6658180
235753503;6658587;6656208
235753282;6658604;6658632
235753091;6658604;6658701
235753283;6658632;6658604
235765003;6658633;6658971
235747129;6658649;6658180
235751526;6658696;6655224
235753092;6658701;6658604
235754289;6658744;6655224
235756652;6658794;6655224
235764112;6658937;6655224
235779883;6658971;6659258
235765002;6658971;6658633
235766259;6658973;6655224
235768099;6659034;6655224
235769933;6659066;6655224
235791747;6659076;6656208
235801805;6659196;6659622
235783681;6659229;6659319
235780138;6659229;6659265
235779882;6659258;6658971
235780137;6659265;6659229
235830999;6659293;6659694
235831305;6659293;6659679
235830746;6659293;6659725
235830445;6659293;6659745
235830883;6659293;6659714
235830602;6659293;6659731
235830547;6659293;6659735
235831191;6659293;6659690
235783680;6659319;6659229
235802627;6659567;6659622
235802626;6659622;6659567
235801804;6659622;6659196
235831306;6659679;6659293
235831192;6659690;6659293
235831000;6659694;6659293
235830884;6659714;6659293
235830747;6659725;6659293
235830603;6659731;6659293
235830548;6659735;6659293
235830446;6659745;6659293
235823033;6659942;6660022
235823032;6660022;6659942
235846277;6660354;6660407
235850461;6660354;6660470
235846276;6660407;6660354
235850460;6660470;6660354
235863617;6660653;6660702
235879443;6660653;6660980
235864485;6660679;6660718
235863616;6660702;6660653
235864484;6660718;6660679
235877284;6660828;6660938
235885268;6660844;6660981
235885643;6660844;6661009
235885408;6660844;6660999
235885786;6660844;6661039
235885656;6660844;6661017
235885736;6660844;6661032
235885483;6660844;6661006
235885472;6660844;6661004
235885747;6660844;6661036
235885392;6660844;6660996
235885342;6660844;6660988
235885436;6660844;6661002
235885708;6660844;6661031
235886057;6660844;6661026
235877283;6660938;6660828
235879442;6660980;6660653
235885269;6660981;6660844
235885343;6660988;6660844
235885393;6660996;6660844
235885409;6660999;6660844
235885437;6661002;6660844
235885473;6661004;6660844
235885484;6661006;6660844
235885644;6661009;6660844
235885657;6661017;6660844
235886058;6661026;6660844
235885709;6661031;6660844
235885737;6661032;6660844
235885748;6661036;6660844
235885787;6661039;6660844
235901993;6661246;6362649
236268856;6661262;6668237
235907476;6661279;6661325
235907276;6661279;6661295
235907277;6661295;6661279
235907477;6661325;6661279
235914071;6661504;6661508
235915984;6661506;6661550
235914578;6661508;6661517
235914070;6661508;6661504
235914577;6661517;6661508
235914938;6661517;6661527
235914937;6661527;6661517
235915638;6661527;6661541
235915637;6661541;6661527
235918823;6661550;6661601
235915983;6661550;6661506
235918822;6661601;6661550
235922864;6661641;6661698
235922863;6661698;6661641
235941409;6661759;6662107
235927218;6661775;6661792
235928201;6661775;6661812
235927217;6661792;6661775
235928200;6661812;6661775
235936819;6662006;6662008
235936818;6662008;6662006
235937309;6662008;6662017
235937308;6662017;6662008
235937591;6662017;6662024
235937590;6662024;6662017
235939740;6662074;6662078
235941877;6662078;6662120
235939739;6662078;6662074
235941408;6662107;6661759
235941876;6662120;6662078
235950755;6662131;6662333
235950754;6662333;6662131
235954623;6662401;6662418
235954622;6662418;6662401
235963920;6662525;6662630
235963820;6662575;6662629
238355912;6662575;6709083
235963819;6662629;6662575
235963919;6662630;6662525
235967904;6662708;6662731
235967246;6662713;6628393
235968143;6662731;6662736
235967903;6662731;6662708
235968142;6662736;6662731
235968973;6662754;6662756
235968972;6662756;6662754
236009272;6662851;6663672
235974256;6662870;6662880
235974939;6662870;6662890
235974255;6662880;6662870
235974938;6662890;6662870
235975194;6662890;6662898
235975193;6662898;6662890
235985742;6663019;6663149
235985741;6663149;6663019
235989878;6663165;6663250
235989877;6663250;6663165
235989984;6663250;6663254
235990381;6663254;6663264
235989983;6663254;6663250
238384790;6663258;6709672
235990380;6663264;6663254
235990743;6663264;6663270
235990742;6663270;6663264
235990929;6663270;6663276
235990928;6663276;6663270
235995046;6663293;6663355
235993416;6663293;6663326
235996554;6663324;6663393
235993415;6663326;6663293
235995045;6663355;6663293
235996553;6663393;6663324
236004377;6663458;6663558
236003344;6663532;6663542
236004511;6663532;6663563
236003343;6663542;6663532
236004376;6663558;6663458
236004510;6663563;6663532
236009126;6663636;6663668
236010783;6663639;6663707
236009125;6663668;6663636
236009271;6663672;6662851
236010782;6663707;6663639
236011534;6663707;6663720
236011533;6663720;6663707
236011733;6663720;6663725
236012038;6663725;6663733
236011732;6663725;6663720
236012037;6663733;6663725
236012191;6663733;6663740
236012190;6663740;6663733
236017619;6663795;6663847
236017618;6663847;6663795
236021585;6663897;6663932
236020701;6663897;6663908
236021639;6663905;6663933
236022748;6663905;6663953
236020700;6663908;6663897
236021584;6663932;6663897
236021638;6663933;6663905
236022747;6663953;6663905
236026851;6664022;6664029
236027515;6664022;6664041
236026850;6664029;6664022
236027514;6664041;6664022
236033026;6664116;6664142
236032701;6664116;6664139
236032700;6664139;6664116
236033025;6664142;6664116
236034272;6664143;6664172
236034271;6664172;6664143
236088272;6664403;6664583
236082789;6664420;6664465
236083035;6664420;6664429
236083036;6664429;6664420
236082790;6664465;6664420
271480312;6664502;7378017
236088271;6664583;6664403
236088891;6664583;6664592
236090185;6664592;6664610
236088890;6664592;6664583
236090184;6664610;6664592
236103144;6664643;6664721
236103802;6664643;6664682
236103052;6664682;6664721
236103801;6664682;6664643
236103143;6664721;6664643
236103051;6664721;6664682
236378969;6664926;6664945
236378848;6664926;6665011
236376391;6664931;6670338
236378970;6664945;6664926
236111640;6664956;6664976
236112710;6664956;6665008
236111641;6664976;6664956
236112711;6665008;6664956
236378849;6665011;6664926
236116057;6665065;4994711
272778241;6665328;7403603
246237592;6665328;6863432
236281537;6665329;6668363
236216661;6665329;6667007
236281152;6665329;6668254
236143953;6665495;6665614
236140237;6665495;6665545
236140236;6665545;6665495
236144002;6665585;6665615
236143952;6665614;6665495
236144001;6665615;6665585
236182490;6666068;6666420
236172246;6666137;6666200
236168063;6666138;6666149
236169898;6666138;6666183
236171541;6666138;6666214
236168062;6666149;6666138
236172478;6666173;6666200
236169897;6666183;6666138
236172245;6666200;6666137
236172477;6666200;6666173
236171540;6666214;6666138
236182489;6666420;6666068
236216662;6667007;6665329
236223381;6667110;6667222
236223518;6667110;6667154
236223519;6667154;6667110
236223382;6667222;6667110
236229424;6667303;6667362
236229309;6667303;6667321
236229310;6667321;6667303
236229425;6667362;6667303
237716901;6667523;6697461
293329137;6667685;7808677
236245632;6667685;6667740
236245631;6667740;6667685
293330712;6667821;7808725
236262339;6667928;6668087
236268517;6668087;6668229
236262338;6668087;6667928
236268516;6668229;6668087
236268855;6668237;6661262
236281153;6668254;6665329
236284325;6668258;6668537
236281538;6668363;6665329
236284324;6668537;6668258
236293742;6668591;6668713
236293741;6668713;6668591
236299821;6668713;6668821
236299820;6668821;6668713
236307589;6668865;6668962
236308470;6668962;6668983
236307588;6668962;6668865
236309496;6668983;6669000
236308469;6668983;6668962
236309495;6669000;6668983
236310133;6669000;6669012
236310132;6669012;6669000
236316714;6669024;6669044
236316579;6669024;6669106
236316715;6669044;6669024
236316580;6669106;6669024
240222441;6669189;6746679
236339734;6669450;6669586
236336084;6669450;6669514
236337455;6669450;6669544
236343964;6669450;6669593
236336083;6669514;6669450
236337454;6669544;6669450
236339594;6669583;6423427
236339733;6669586;6669450
236343965;6669593;6669450
236352627;6669746;6669857
236354330;6669857;6669897
236352626;6669857;6669746
236354329;6669897;6669857
236367949;6670083;6670164
236379940;6670083;6670405
